DATA,TOTAL S/ ISENTOS,Passageiros Isentos
6 de jun. de 2022,498037,73805
7 de jun. de 2022,473932,58376
8 de jun. de 2022,512608,77515
9 de jun. de 2022,507111,69121
10 de jun. de 2022,494123,69197
11 de jun. de 2022,229717,32469
12 de jun. de 2022,106331,18383
13 de jun. de 2022,490164,68872
14 de jun. de 2022,499895,68212
15 de jun. de 2022,503846,73141
16 de jun. de 2022,152713,23559
17 de jun. de 2022,360295,52947
18 de jun. de 2022,215750,31263
19 de jun. de 2022,97243,18509
20 de jun. de 2022,490239,67257
21 de jun. de 2022,499480,70493
22 de jun. de 2022,512416,72493
23 de jun. de 2022,507332,68040
24 de jun. de 2022,490747,68312
25 de jun. de 2022,229110,33430
26 de jun. de 2022,96203,17958
27 de jun. de 2022,482028,66216
28 de jun. de 2022,500380,71191
29 de jun. de 2022,492909,70674
30 de jun. de 2022,490188,68707
1 de jul. de 2022,461999,70221
2 de jul. de 2022,214759,33373
3 de jul. de 2022,106721,20233
4 de jul. de 2022,473034,70822
5 de jul. de 2022,526220,77760
6 de jul. de 2022,488650,76590
7 de jul. de 2022,484848,73439
8 de jul. de 2022,459632,69706
9 de jul. de 2022,228275,35177
10 de jul. de 2022,109714,20741
11 de jul. de 2022,443647,68523
12 de jul. de 2022,442729,62475
13 de jul. de 2022,440049,63251
14 de jul. de 2022,439809,61851
15 de jul. de 2022,442784,64677
16 de jul. de 2022,223357,32995
17 de jul. de 2022,97911,18464
18 de jul. de 2022,423720,58951
19 de jul. de 2022,450402,63478
20 de jul. de 2022,466272,68709
21 de jul. de 2022,466375,64624
22 de jul. de 2022,453398,64440
23 de jul. de 2022,224947,32558
24 de jul. de 2022,106262,20632
25 de jul. de 2022,471180,66401
26 de jul. de 2022,459483,69338
27 de jul. de 2022,491542,73629
28 de jul. de 2022,486113,68497
29 de jul. de 2022,460479,64246
30 de jul. de 2022,215876,32685
31 de jul. de 2022,107686,20549
1 de ago. de 2022,484531,71533
2 de ago. de 2022,500083,74501
3 de ago. de 2022,505370,77103
4 de ago. de 2022,500278,73629
5 de ago. de 2022,492714,75264
6 de ago. de 2022,215119,31641
7 de ago. de 2022,82580,14511
8 de ago. de 2022,489148,70317
9 de ago. de 2022,460772,53451
10 de ago. de 2022,454717,49546
11 de ago. de 2022,502699,71355
12 de ago. de 2022,501305,69005
13 de ago. de 2022,226735,33691
14 de ago. de 2022,103577,19502
15 de ago. de 2022,504205,71657
16 de ago. de 2022,502453,64503
17 de ago. de 2022,500935,65639
18 de ago. de 2022,466163,53618
19 de ago. de 2022,494115,67138
20 de ago. de 2022,209568,27996
21 de ago. de 2022,89376,16246
22 de ago. de 2022,495487,65059
23 de ago. de 2022,509495,68959
24 de ago. de 2022,514118,72569
25 de ago. de 2022,509611,70454
26 de ago. de 2022,499999,70213
27 de ago. de 2022,229373,33964
28 de ago. de 2022,101824,19908
29 de ago. de 2022,491026,66757
30 de ago. de 2022,492084,63377
31 de ago. de 2022,509127,72376
1 de set. de 2022,515791,75539
2 de set. de 2022,494601,73558
3 de set. de 2022,196273,25463
4 de set. de 2022,91772,18006
5 de set. de 2022,490322,72745
6 de set. de 2022,474488,67094
7 de set. de 2022,129921,23283
8 de set. de 2022,174468,29575
9 de set. de 2022,362980,66626
10 de set. de 2022,199332,32826
11 de set. de 2022,90179,17531
12 de set. de 2022,468468,61828
13 de set. de 2022,506378,73757
14 de set. de 2022,490912,61932
15 de set. de 2022,498595,64417
16 de set. de 2022,489537,69161
17 de set. de 2022,223678,34148
18 de set. de 2022,105169,19963
19 de set. de 2022,492578,71133
20 de set. de 2022,513274,74849
21 de set. de 2022,498389,69398
22 de set. de 2022,504385,69810
23 de set. de 2022,490660,69888
24 de set. de 2022,227531,34941
25 de set. de 2022,81349,14907
26 de set. de 2022,461582,58542
27 de set. de 2022,499408,70838
28 de set. de 2022,495508,70503
29 de set. de 2022,491964,67714
30 de set. de 2022,476212,69151
1 de out. de 2022,215608,35262
2 de out. de 2022,0,0
3 de out. de 2022,486134,73651
4 de out. de 2022,502252,76782
5 de out. de 2022,508397,81531
6 de out. de 2022,489629,68415
7 de out. de 2022,492267,78249
8 de out. de 2022,240097,38218
9 de out. de 2022,109279,22020
10 de out. de 2022,485349,74333
11 de out. de 2022,492397,78235
12 de out. de 2022,134230,24179
13 de out. de 2022,471604,70565
14 de out. de 2022,439849,57066
15 de out. de 2022,208200,32225
16 de out. de 2022,93671,18031
17 de out. de 2022,499296,74491
18 de out. de 2022,489806,65335
19 de out. de 2022,516867,78685
20 de out. de 2022,494389,67359
21 de out. de 2022,491145,70332
22 de out. de 2022,228005,35685
23 de out. de 2022,111501,21784
24 de out. de 2022,498673,71876
25 de out. de 2022,517655,75789
26 de out. de 2022,515531,78779
27 de out. de 2022,507201,71425
28 de out. de 2022,484570,73334
29 de out. de 2022,210998,31524
30 de out. de 2022,0,0
31 de out. de 2022,476260,66636
1 de nov. de 2022,472821,68063
2 de nov. de 2022,123762,24286
3 de nov. de 2022,503988,77978
4 de nov. de 2022,496027,79789
5 de nov. de 2022,227667,37876
6 de nov. de 2022,105998,22025
7 de nov. de 2022,502519,80745
8 de nov. de 2022,522292,84885
9 de nov. de 2022,523916,84231
10 de nov. de 2022,512731,78675
11 de nov. de 2022,475436,70053
12 de nov. de 2022,221101,36122
13 de nov. de 2022,105728,21475
14 de nov. de 2022,341827,54961
15 de nov. de 2022,149993,23749
16 de nov. de 2022,512513,81868
17 de nov. de 2022,514121,77717
18 de nov. de 2022,496328,75625
19 de nov. de 2022,230384,36749
20 de nov. de 2022,102914,20708
21 de nov. de 2022,488294,74010
22 de nov. de 2022,492138,70196
23 de nov. de 2022,493728,73579
24 de nov. de 2022,431826,58684
25 de nov. de 2022,487364,76893
26 de nov. de 2022,210738,30822
27 de nov. de 2022,109762,19096
28 de nov. de 2022,408371,51633
29 de nov. de 2022,486295,70984
30 de nov. de 2022,488032,71248
1 de dez. de 2022,497324,78075
2 de dez. de 2022,421697,63355
3 de dez. de 2022,224059,36366
4 de dez. de 2022,106942,21770
5 de dez. de 2022,420870,66761
6 de dez. de 2022,497757,81323
7 de dez. de 2022,506875,86175
8 de dez. de 2022,498536,80440
9 de dez. de 2022,392486,51252
10 de dez. de 2022,256239,40735
11 de dez. de 2022,120917,22471
12 de dez. de 2022,472609,76322
13 de dez. de 2022,482018,77071
14 de dez. de 2022,481362,79480
15 de dez. de 2022,481846,76667
16 de dez. de 2022,452355,70601
17 de dez. de 2022,240635,37666
18 de dez. de 2022,122654,21836
19 de dez. de 2022,433713,71063
20 de dez. de 2022,435365,67982
21 de dez. de 2022,433063,72312
22 de dez. de 2022,408761,66488
23 de dez. de 2022,360382,59608
24 de dez. de 2022,146263,27067
25 de dez. de 2022,53157,13379
26 de dez. de 2022,293158,46308
27 de dez. de 2022,319675,52369
28 de dez. de 2022,314557,55247
29 de dez. de 2022,310112,52145
30 de dez. de 2022,266489,47849
31 de dez. de 2022,112487,24666
1 de jan. de 2023,50465,12502
2 de jan. de 2023,271999,47219
3 de jan. de 2023,339696,59902
4 de jan. de 2023,312378,45335
5 de jan. de 2023,366212,67030
6 de jan. de 2023,374095,70537
7 de jan. de 2023,194465,34481
8 de jan. de 2023,91766,20199
9 de jan. de 2023,394215,69108
10 de jan. de 2023,403152,67713
11 de jan. de 2023,409348,69345
12 de jan. de 2023,410157,65427
13 de jan. de 2023,405974,65314
14 de jan. de 2023,199334,33014
15 de jan. de 2023,96970,20546
16 de jan. de 2023,408591,64098
17 de jan. de 2023,418367,63791
18 de jan. de 2023,419764,66002
19 de jan. de 2023,432595,66540
20 de jan. de 2023,422712,65264
21 de jan. de 2023,215885,35081
22 de jan. de 2023,99451,21083
23 de jan. de 2023,418721,64833
24 de jan. de 2023,443046,69378
25 de jan. de 2023,450819,72058
26 de jan. de 2023,439184,68308
27 de jan. de 2023,431544,69115
28 de jan. de 2023,208304,35080
29 de jan. de 2023,98343,20936
30 de jan. de 2023,424034,68245
31 de jan. de 2023,443267,69759
1 de fev. de 2023,452459,76144
2 de fev. de 2023,447781,70413
3 de fev. de 2023,441759,73611
4 de fev. de 2023,214014,36268
5 de fev. de 2023,103037,22667
6 de fev. de 2023,468334,79138
7 de fev. de 2023,477027,80742
8 de fev. de 2023,479101,80981
9 de fev. de 2023,483815,76448
10 de fev. de 2023,459821,73552
11 de fev. de 2023,215748,36390
12 de fev. de 2023,104150,23308
13 de fev. de 2023,472282,74519
14 de fev. de 2023,482640,77264
15 de fev. de 2023,487893,78595
16 de fev. de 2023,485890,75514
17 de fev. de 2023,449069,70664
18 de fev. de 2023,185195,30536
19 de fev. de 2023,88765,16801
20 de fev. de 2023,201733,33378
21 de fev. de 2023,148040,23785
22 de fev. de 2023,367510,60652
23 de fev. de 2023,456217,72008
24 de fev. de 2023,464729,75893
25 de fev. de 2023,217326,36953
26 de fev. de 2023,94528,21586
27 de fev. de 2023,482189,77594
28 de fev. de 2023,494836,80940
3 de mar. de 2023,478076,79353
4 de mar. de 2023,209687,37027
5 de mar. de 2023,88975,20270
6 de mar. de 2023,483158,81443
7 de mar. de 2023,504359,85489
8 de mar. de 2023,515037,88704
10 de mar. de 2023,473594,73614
11 de mar. de 2023,211852,35642
12 de mar. de 2023,96787,21977
13 de mar. de 2023,489701,77935
14 de mar. de 2023,502570,79969
15 de mar. de 2023,507712,83623
16 de mar. de 2023,501551,78220
17 de mar. de 2023,487210,77858
18 de mar. de 2023,219625,37168
19 de mar. de 2023,101334,22473
20 de mar. de 2023,496622,76270
21 de mar. de 2023,513175,78417
22 de mar. de 2023,517036,81409
23 de mar. de 2023,512817,76749
24 de mar. de 2023,494685,75774
25 de mar. de 2023,216258,37297
26 de mar. de 2023,97971,21286
27 de mar. de 2023,497873,76922
28 de mar. de 2023,513881,80630
29 de mar. de 2023,512709,82273
30 de mar. de 2023,511849,77809
31 de mar. de 2023,499315,79721
1 de abr. de 2023,226835,39394
2 de abr. de 2023,103793,23079
3 de abr. de 2023,507838,85755
4 de abr. de 2023,517316,88053
5 de abr. de 2023,522729,94319
6 de abr. de 2023,472015,80698
7 de abr. de 2023,119782,21581
8 de abr. de 2023,186000,37382
9 de abr. de 2023,91490,19948
10 de abr. de 2023,490407,86492
11 de abr. de 2023,524419,88646
12 de abr. de 2023,512150,86986
13 de abr. de 2023,510982,81306
14 de abr. de 2023,470867,71860
15 de abr. de 2023,215734,36289
16 de abr. de 2023,93086,22195
17 de abr. de 2023,499768,80000
18 de abr. de 2023,484637,66118
19 de abr. de 2023,516052,86448
20 de abr. de 2023,479059,80135
21 de abr. de 2023,138445,24150
22 de abr. de 2023,192750,35889
23 de abr. de 2023,99715,21892
24 de abr. de 2023,494789,79479
25 de abr. de 2023,515542,83154
26 de abr. de 2023,510288,82780
27 de abr. de 2023,510417,81570
28 de abr. de 2023,490458,80417
29 de abr. de 2023,214111,37427
30 de abr. de 2023,99285,21642
1 de mai. de 2023,91913,20132
2 de mai. de 2023,495282,86680
3 de mai. de 2023,515478,89464
4 de mai. de 2023,509993,85398
5 de mai. de 2023,497524,86263
6 de mai. de 2023,224430,40402
7 de mai. de 2023,101770,23871
8 de mai. de 2023,499946,87119
9 de mai. de 2023,511979,85699
10 de mai. de 2023,517747,89565
11 de mai. de 2023,513536,83542
12 de mai. de 2023,487696,80120
13 de mai. de 2023,218967,38907
14 de mai. de 2023,92237,19910
15 de mai. de 2023,494313,77592
16 de mai. de 2023,507156,81971
17 de mai. de 2023,510429,85087
18 de mai. de 2023,503150,78431
19 de mai. de 2023,487517,78171
20 de mai. de 2023,220649,38006
21 de mai. de 2023,96515,22406
22 de mai. de 2023,490972,78157
23 de mai. de 2023,506867,80943
24 de mai. de 2023,506331,83657
25 de mai. de 2023,501119,80023
26 de mai. de 2023,485559,79138
27 de mai. de 2023,214611,37338
28 de mai. de 2023,81999,17916
29 de mai. de 2023,485055,76069
30 de mai. de 2023,497207,77738
31 de mai. de 2023,492586,78808
1 de jun. de 2023,503215,83450
2 de jun. de 2023,483106,83063
3 de jun. de 2023,220647,40481
4 de jun. de 2023,97433,23456
5 de jun. de 2023,496470,87403
6 de jun. de 2023,512217,90300
7 de jun. de 2023,509093,95076
8 de jun. de 2023,146076,28678
9 de jun. de 2023,350005,67006
10 de jun. de 2023,212352,39859
11 de jun. de 2023,96693,22313
12 de jun. de 2023,456625,64948
13 de jun. de 2023,458994,59465
14 de jun. de 2023,482439,68884
15 de jun. de 2023,482103,69085
16 de jun. de 2023,482337,77720
17 de jun. de 2023,210126,35899
18 de jun. de 2023,92564,20273
19 de jun. de 2023,486655,79688
20 de jun. de 2023,499576,81751
21 de jun. de 2023,501914,83462
22 de jun. de 2023,497011,77786
23 de jun. de 2023,478410,77784
24 de jun. de 2023,217791,38993
25 de jun. de 2023,105574,23771
26 de jun. de 2023,477834,79629
27 de jun. de 2023,491633,83823
28 de jun. de 2023,494298,86291
29 de jun. de 2023,480496,76064
30 de jun. de 2023,470158,79387
1 de jul. de 2023,210502,39639
2 de jul. de 2023,97852,22418
3 de jul. de 2023,462257,82484
4 de jul. de 2023,474283,85983
5 de jul. de 2023,472077,88595
6 de jul. de 2023,468008,83372
7 de jul. de 2023,446366,83707
8 de jul. de 2023,200689,34911
9 de jul. de 2023,86976,18835
10 de jul. de 2023,399008,65406
11 de jul. de 2023,412548,65203
12 de jul. de 2023,443486,81044
13 de jul. de 2023,421811,65942
14 de jul. de 2023,419895,70500
15 de jul. de 2023,205287,36636
16 de jul. de 2023,96663,21724
17 de jul. de 2023,413892,69889
18 de jul. de 2023,411439,60557
19 de jul. de 2023,423605,68552
20 de jul. de 2023,436593,70028
21 de jul. de 2023,431105,72446
22 de jul. de 2023,213295,37692
23 de jul. de 2023,101259,22452
24 de jul. de 2023,459555,75799
25 de jul. de 2023,474718,82121
26 de jul. de 2023,481088,83740
27 de jul. de 2023,426907,77546
28 de jul. de 2023,452375,72978
29 de jul. de 2023,204400,34674
30 de jul. de 2023,97057,22156
31 de jul. de 2023,477028,80934
1 de ago. de 2023,492011,86318
2 de ago. de 2023,495341,89471
3 de ago. de 2023,495828,86024
4 de ago. de 2023,481205,86404
5 de ago. de 2023,223507,41569
6 de ago. de 2023,107443,24237
7 de ago. de 2023,496064,89213
8 de ago. de 2023,496705,79529
9 de ago. de 2023,460837,65501
10 de ago. de 2023,490222,73738
11 de ago. de 2023,469545,69137
12 de ago. de 2023,182539,28994
13 de ago. de 2023,87759,19060
14 de ago. de 2023,497020,82385
15 de ago. de 2023,509892,86254
16 de ago. de 2023,513084,87989
17 de ago. de 2023,510649,83466
18 de ago. de 2023,491920,81656
19 de ago. de 2023,211197,36974
20 de ago. de 2023,100457,22958
21 de ago. de 2023,497857,82495
22 de ago. de 2023,513652,85070
23 de ago. de 2023,517518,86846
24 de ago. de 2023,509079,80443
25 de ago. de 2023,463180,66135
26 de ago. de 2023,207091,36834
27 de ago. de 2023,93057,20709
28 de ago. de 2023,472193,75880
29 de ago. de 2023,500457,81526
30 de ago. de 2023,510063,88870
31 de ago. de 2023,508645,85442
1 de set. de 2023,494284,87926
2 de set. de 2023,190823,30896
3 de set. de 2023,99181,23953
4 de set. de 2023,492543,86928
5 de set. de 2023,508242,92243
6 de set. de 2023,493450,91945
7 de set. de 2023,129296,23946
8 de set. de 2023,165284,34206
9 de set. de 2023,172600,36135
10 de set. de 2023,94110,23053
11 de set. de 2023,496118,92147
12 de set. de 2023,509042,90461
13 de set. de 2023,507048,89834
14 de set. de 2023,509429,84927
15 de set. de 2023,490619,84281
16 de set. de 2023,221333,40147
17 de set. de 2023,100696,23953
18 de set. de 2023,494158,82166
19 de set. de 2023,499762,83507
20 de set. de 2023,512580,88678
21 de set. de 2023,511032,84990
22 de set. de 2023,486397,78572
23 de set. de 2023,216287,39711
24 de set. de 2023,97918,22607
25 de set. de 2023,487815,79902
26 de set. de 2023,501503,84754
27 de set. de 2023,508165,86202
28 de set. de 2023,504797,81644
29 de set. de 2023,489259,83117
30 de set. de 2023,200688,34743
1 de out. de 2023,92786,22079
2 de out. de 2023,493623,87899
3 de out. de 2023,510715,92304
4 de out. de 2023,458771,65248
5 de out. de 2023,481081,75794
6 de out. de 2023,491419,90427
7 de out. de 2023,205021,35611
8 de out. de 2023,77607,15808
9 de out. de 2023,504437,89765
10 de out. de 2023,518825,95487
11 de out. de 2023,505383,93137
12 de out. de 2023,101724,15918
13 de out. de 2023,299197,47959
14 de out. de 2023,193494,36150
15 de out. de 2023,90660,21870
16 de out. de 2023,472118,80254
17 de out. de 2023,498099,82053
18 de out. de 2023,505904,88974
19 de out. de 2023,496392,78209
20 de out. de 2023,482545,82549
21 de out. de 2023,219050,40195
22 de out. de 2023,104182,24750
23 de out. de 2023,491242,84263
24 de out. de 2023,508069,86065
25 de out. de 2023,510407,90910
26 de out. de 2023,504609,86623
27 de out. de 2023,418336,73924
28 de out. de 2023,205209,36996
29 de out. de 2023,81056,16013
30 de out. de 2023,496591,84953
31 de out. de 2023,502599,87144
1 de nov. de 2023,506696,96616
2 de nov. de 2023,129071,29123
3 de nov. de 2023,318739,53602
4 de nov. de 2023,209229,41736
5 de nov. de 2023,106141,25643
6 de nov. de 2023,499331,96387
7 de nov. de 2023,514888,98867
8 de nov. de 2023,517574,100295
9 de nov. de 2023,511187,91244
10 de nov. de 2023,489289,89526
11 de nov. de 2023,223475,42017
12 de nov. de 2023,103994,24015
13 de nov. de 2023,498929,85511
14 de nov. de 2023,495664,86723
15 de nov. de 2023,143437,31491
16 de nov. de 2023,507665,89457
17 de nov. de 2023,461884,79471
18 de nov. de 2023,205448,37910
19 de nov. de 2023,92519,21139
20 de nov. de 2023,503742,91396
21 de nov. de 2023,506023,90583
22 de nov. de 2023,562456,101065
23 de nov. de 2023,486691,76731
24 de nov. de 2023,492999,87995
25 de nov. de 2023,223507,42260
26 de nov. de 2023,102260,24954
27 de nov. de 2023,486227,87725
28 de nov. de 2023,484612,83459
29 de nov. de 2023,498969,92144
30 de nov. de 2023,498684,89704
1 de dez. de 2023,483401,90931
2 de dez. de 2023,234055,44132
3 de dez. de 2023,110790,25015
4 de dez. de 2023,476956,91728
5 de dez. de 2023,496875,97880
6 de dez. de 2023,442083,98914
7 de dez. de 2023,486785,92621
8 de dez. de 2023,475967,92832
9 de dez. de 2023,240663,46177
10 de dez. de 2023,98449,21657
11 de dez. de 2023,475942,93282
12 de dez. de 2023,485446,94132
13 de dez. de 2023,487522,95744
14 de dez. de 2023,477703,87424
15 de dez. de 2023,458209,85456
16 de dez. de 2023,246249,45754
17 de dez. de 2023,129512,28072
18 de dez. de 2023,436585,81775
19 de dez. de 2023,448476,86471
20 de dez. de 2023,445428,89785
21 de dez. de 2023,418921,80919
22 de dez. de 2023,377264,72486
23 de dez. de 2023,191454,40424
24 de dez. de 2023,87087,21912
25 de dez. de 2023,51751,13583
26 de dez. de 2023,287876,53440
27 de dez. de 2023,313835,66308
28 de dez. de 2023,306805,61030
29 de dez. de 2023,274618,57379
30 de dez. de 2023,154776,37134
31 de dez. de 2023,68833,20245
1 de jan. de 2024,48545,13621
2 de jan. de 2024,270686,56704
3 de jan. de 2024,340029,73476
4 de jan. de 2024,346214,72655
5 de jan. de 2024,354384,77273
6 de jan. de 2024,186276,40147
7 de jan. de 2024,91972,23802
8 de jan. de 2024,382915,78671
9 de jan. de 2024,382720,73382
10 de jan. de 2024,411510,82653
11 de jan. de 2024,402914,73970
12 de jan. de 2024,388071,73941
13 de jan. de 2024,194780,39270
14 de jan. de 2024,95762,23909
15 de jan. de 2024,412701,77099
16 de jan. de 2024,417407,76761
17 de jan. de 2024,410367,75083
18 de jan. de 2024,419543,77162
19 de jan. de 2024,414368,75536
20 de jan. de 2024,197473,38911
21 de jan. de 2024,94940,23857
22 de jan. de 2024,403361,72578
23 de jan. de 2024,420225,75678
24 de jan. de 2024,432564,81526
25 de jan. de 2024,418590,72082
26 de jan. de 2024,421528,79742
27 de jan. de 2024,205672,39654
28 de jan. de 2024,94635,23798
29 de jan. de 2024,425446,80092
30 de jan. de 2024,445177,83953
31 de jan. de 2024,438522,82843
1 de fev. de 2024,446321,83986
2 de fev. de 2024,427245,83581
3 de fev. de 2024,201071,41396
4 de fev. de 2024,89087,23097
5 de fev. de 2024,481410,94304
6 de fev. de 2024,466684,90591
7 de fev. de 2024,470935,95110
8 de fev. de 2024,466223,87176
9 de fev. de 2024,440465,84185
10 de fev. de 2024,195708,41117
11 de fev. de 2024,102759,24005
12 de fev. de 2024,208527,41185
13 de fev. de 2024,145244,26592
14 de fev. de 2024,350242,60362
15 de fev. de 2024,455220,84845
16 de fev. de 2024,449641,85678
17 de fev. de 2024,205172,41651
18 de fev. de 2024,79164,19881
19 de fev. de 2024,470091,86558
20 de fev. de 2024,482675,88101
21 de fev. de 2024,482458,89056
22 de fev. de 2024,484958,87204
23 de fev. de 2024,465169,84296
24 de fev. de 2024,204619,40223
25 de fev. de 2024,92116,23576
26 de fev. de 2024,484725,85636
27 de fev. de 2024,497632,89082
28 de fev. de 2024,491009,90098
29 de fev. de 2024,479328,85452
1 de mar. de 2024,477651,90641
2 de mar. de 2024,207284,43475
3 de mar. de 2024,93334,24350
4 de mar. de 2024,491707,89901
5 de mar. de 2024,516134,92048
6 de mar. de 2024,512854,99053
7 de mar. de 2024,507733,96003
8 de mar. de 2024,484533,90469
9 de mar. de 2024,209385,41940
10 de mar. de 2024,95568,24859
11 de mar. de 2024,509554,93605
12 de mar. de 2024,512964,92116
13 de mar. de 2024,514693,93259
14 de mar. de 2024,507873,86969
15 de mar. de 2024,490374,85251
16 de mar. de 2024,209604,39818
17 de mar. de 2024,92106,22914
18 de mar. de 2024,502649,87014
19 de mar. de 2024,506763,87241
20 de mar. de 2024,516572,93349
21 de mar. de 2024,508091,83246
22 de mar. de 2024,488708,84167
23 de mar. de 2024,210537,39289
24 de mar. de 2024,94490,24008
25 de mar. de 2024,507750,89814
26 de mar. de 2024,516102,93285
27 de mar. de 2024,522280,98505
28 de mar. de 2024,455597,84715
29 de mar. de 2024,121464,24972
30 de mar. de 2024,181550,39476
31 de mar. de 2024,80481,20566
1 de abr. de 2024,493161,88796
2 de abr. de 2024,510536,92722
3 de abr. de 2024,518637,97668
4 de abr. de 2024,512064,91642
5 de abr. de 2024,492722,91825
6 de abr. de 2024,214739,42649
7 de abr. de 2024,96589,24409
8 de abr. de 2024,476839,81856
9 de abr. de 2024,523239,96434
10 de abr. de 2024,518938,97635
11 de abr. de 2024,512515,91083
12 de abr. de 2024,493705,86685
13 de abr. de 2024,213361,41529
14 de abr. de 2024,75448,16407
15 de abr. de 2024,484603,79055
16 de abr. de 2024,496725,84723
17 de abr. de 2024,513795,89358
18 de abr. de 2024,513010,88479
19 de abr. de 2024,487796,86196
20 de abr. de 2024,211952,41005
21 de abr. de 2024,97219,24701
22 de abr. de 2024,494215,86025
23 de abr. de 2024,509593,87914
24 de abr. de 2024,511497,91570
25 de abr. de 2024,501212,84781
26 de abr. de 2024,494237,87944
27 de abr. de 2024,213477,40658
28 de abr. de 2024,90910,22553
29 de abr. de 2024,495780,88161
30 de abr. de 2024,501141,92409
1 de mai. de 2024,122998,29500
2 de mai. de 2024,502053,91745
3 de mai. de 2024,487986,90886
4 de mai. de 2024,219831,42904
5 de mai. de 2024,97991,24452
6 de mai. de 2024,511449,96489
7 de mai. de 2024,515879,96669
8 de mai. de 2024,517491,101085
9 de mai. de 2024,509420,92743
10 de mai. de 2024,491363,90861
11 de mai. de 2024,221218,42906
12 de mai. de 2024,95062,21533
13 de mai. de 2024,495131,85276
14 de mai. de 2024,484691,73611
15 de mai. de 2024,505697,88527
16 de mai. de 2024,505411,88840
17 de mai. de 2024,485751,85536
18 de mai. de 2024,185486,30637
19 de mai. de 2024,84011,18122
20 de mai. de 2024,477885,82556
21 de mai. de 2024,512846,89350
22 de mai. de 2024,515946,93106
23 de mai. de 2024,516119,88540
24 de mai. de 2024,443335,66242
25 de mai. de 2024,209796,40438
26 de mai. de 2024,84534,17936
27 de mai. de 2024,457985,66377
28 de mai. de 2024,503745,88026
29 de mai. de 2024,512720,93845
30 de mai. de 2024,139385,28695
31 de mai. de 2024,344613,68196
1 de jun. de 2024,197796,39603
2 de jun. de 2024,92568,23050
3 de jun. de 2024,486598,91166
4 de jun. de 2024,496259,88913
5 de jun. de 2024,506514,98468
6 de jun. de 2024,511014,95393
7 de jun. de 2024,490714,94373
8 de jun. de 2024,224904,44405
9 de jun. de 2024,98796,24596
10 de jun. de 2024,497518,93607
11 de jun. de 2024,509523,92348
12 de jun. de 2024,515711,96045
13 de jun. de 2024,506082,89553
14 de jun. de 2024,485397,84323
15 de jun. de 2024,216542,41105
16 de jun. de 2024,97563,23462
17 de jun. de 2024,488308,85953
18 de jun. de 2024,500893,87680
19 de jun. de 2024,512204,94075
20 de jun. de 2024,497930,85792
21 de jun. de 2024,484226,84262
22 de jun. de 2024,215192,40363
23 de jun. de 2024,99476,23437
24 de jun. de 2024,474102,81804
25 de jun. de 2024,465591,65968
26 de jun. de 2024,498248,89853
27 de jun. de 2024,497956,88941
28 de jun. de 2024,476140,85991
29 de jun. de 2024,209226,39151
30 de jun. de 2024,94371,21872
1 de jul. de 2024,463055,84486
2 de jul. de 2024,477204,88613
3 de jul. de 2024,490553,93047
4 de jul. de 2024,475121,87111
5 de jul. de 2024,463039,88297
6 de jul. de 2024,207979,38836
7 de jul. de 2024,91795,21169
8 de jul. de 2024,412101,67752
9 de jul. de 2024,416080,65366
10 de jul. de 2024,445665,81985
11 de jul. de 2024,424257,72093
12 de jul. de 2024,416029,71070
13 de jul. de 2024,180420,29894
14 de jul. de 2024,77364,16635
15 de jul. de 2024,404745,62888
16 de jul. de 2024,428661,71599
17 de jul. de 2024,446706,80928
18 de jul. de 2024,451248,77423
19 de jul. de 2024,441024,77145
20 de jul. de 2024,214190,39096
21 de jul. de 2024,94863,22382
22 de jul. de 2024,449214,80035
23 de jul. de 2024,468056,82390
24 de jul. de 2024,483049,87196
25 de jul. de 2024,485160,83121
26 de jul. de 2024,469475,80779
27 de jul. de 2024,212137,38766
28 de jul. de 2024,98762,22849
29 de jul. de 2024,454808,67542
30 de jul. de 2024,481180,76352
1 de ago. de 2024,494041,87580
2 de ago. de 2024,481068,86772
3 de ago. de 2024,212260,40165
4 de ago. de 2024,97162,23841
5 de ago. de 2024,490728,89404
6 de ago. de 2024,510640,93542
7 de ago. de 2024,515050,97584
8 de ago. de 2024,503056,85801
9 de ago. de 2024,472469,74179
10 de ago. de 2024,209685,37859
11 de ago. de 2024,90970,20393
12 de ago. de 2024,484744,82825
13 de ago. de 2024,497891,82365
14 de ago. de 2024,499131,86311
15 de ago. de 2024,505148,84754
16 de ago. de 2024,483120,81720
17 de ago. de 2024,214101,38935
18 de ago. de 2024,99675,23092
19 de ago. de 2024,491083,82601
20 de ago. de 2024,506086,86162
21 de ago. de 2024,512454,89966
22 de ago. de 2024,502825,83151
23 de ago. de 2024,469466,75823
24 de ago. de 2024,169253,23515
25 de ago. de 2024,90252,20729
26 de ago. de 2024,477983,78957
27 de ago. de 2024,499226,83650
28 de ago. de 2024,498571,87123
29 de ago. de 2024,502232,84473
30 de ago. de 2024,484470,83335
31 de ago. de 2024,215339,39330
1 de set. de 2024,97134,23277
2 de set. de 2024,501128,87214
3 de set. de 2024,514520,90340
4 de set. de 2024,513570,92465
5 de set. de 2024,486922,76095
6 de set. de 2024,483047,88721
7 de set. de 2024,148027,30962
8 de set. de 2024,94808,23018
9 de set. de 2024,491053,88930
10 de set. de 2024,513826,90665
11 de set. de 2024,514848,90346
12 de set. de 2024,508706,83611
13 de set. de 2024,489302,82052
14 de set. de 2024,209989,36838
15 de set. de 2024,67558,13378
16 de set. de 2024,482517,74534
