"Ano,Bimestre,Funcao,Subfuncao,Despesas_Empenhadas_Bimestre,Despesas_Liquidadas_Bimestre"
"2015,5º Bimestre,SAÚDE,ASSISTENCIA HOSPITALAR E AMBULATORIAL,143841552.96,124996124.58"
"2015,5º Bimestre,SAÚDE,VIGILANCIA SANITARIA,2568126.6,2420905.1"
"2015,5º Bimestre,SAÚDE,VIGILANCIA EPIDEMIOLOGIA,3186203.62,1398652.68"
"2015,5º Bimestre,TRABALHO,ADMINISTRAÇÃO GERAL,621419.0,534217.09"
"2015,5º Bimestre,TRABALHO,ASSISTÊNCIA A CRIANÇA E AD ADOLESCENTE,0.0,0.0"
"2015,5º Bimestre,TRABALHO,FOMENTO AO TRABALHO,184202.14,0.0"
"2015,5º Bimestre,EDUCAÇÃO,ENSINO FUNDAMENTAL,118837745.65,141546031.35"
"2015,5º Bimestre,EDUCAÇÃO,EDUCAÇÃO INFANTIL,42128340.06,48148278.26"
"2015,5º Bimestre,CULTURA,ADMINISTRAÇÃO GERAL,5791170.77,6632881.5"
"2015,5º Bimestre,CULTURA,COMUNICAÇÃO SOCIAL,0.0,0.0"
"2015,5º Bimestre,CULTURA,ASSISTÊNCIA A CRIANÇA E AD ADOLESCENTE,20007.77,105000.0"
"2015,5º Bimestre,CULTURA,PAT. HISTORICO, ARTISTICO E ARQUEOLOGICO,106361.32,53197.24"
"2015,5º Bimestre,CULTURA,DIFUSÃO CULTURAL,869909.81,1429911.96"
"2015,5º Bimestre,DIREITO DA CIDADANIA,DIREITOS INDIVIDUAIS COLETIVOS E DIFUSOS,18795.65,15771.28"
"2015,5º Bimestre,URBANISMO,ADMINISTRAÇÃO GERAL,15896753.8,1787667.17"
"2015,5º Bimestre,URBANISMO,NORMATIZAÇÃO E FISCALIZAÇÃO,6731543.57,810670.35"
"2015,5º Bimestre,URBANISMO,COMUNICAÇÃO SOCIAL,0.0,0.0"
"2015,5º Bimestre,URBANISMO,INFRA ESTRUTURA URBANA,14828404.76,29067507.48"
"2015,5º Bimestre,URBANISMO,SERVIÇOS URBANOS,12502260.17,13565450.3"
"2015,5º Bimestre,URBANISMO,TRANSPORTES COLETIVOS URBANOS,124141766.7,132017547.06"
"2015,5º Bimestre,URBANISMO,CONTROLE AMBIENTAL,0.0,0.0"
"2015,5º Bimestre,URBANISMO,RECUPERAÇÃO DE AREAS DEGRADADAS,718804.9,2192800.0"
"2015,5º Bimestre,HABITAÇÃO,HABITAÇÃO URBANA,14547880.15,18610302.24"
"2015,5º Bimestre,SANEAMENTO,SANEAMENTO BASICO URBANO,42350357.22,37153436.45"
"2015,5º Bimestre,SANEAMENTO,CONTROLE AMBIENTAL,919218.82,1335000.0"
"2015,5º Bimestre,GESTÃO AMBIENTAL,ADMINISTRAÇÃO GERAL,10981042.25,12396299.81"
"2015,5º Bimestre,GESTÃO AMBIENTAL,VIGILANCIA SANITARIA,22596.52,14510.05"
"2015,5º Bimestre,GESTÃO AMBIENTAL,INFRA ESTRUTURA URBANA,0.0,0.0"
"2015,5º Bimestre,GESTÃO AMBIENTAL,PRESERVAÇÃO E CONS AMBIENTAL,1240481.81,2270804.48"
"2015,5º Bimestre,GESTÃO AMBIENTAL,CONTROLE AMBIENTAL,2052649.22,3448077.6"
"2015,5º Bimestre,GESTÃO AMBIENTAL,RECUPERAÇÃO DE AREAS DEGRADADAS,1257194.91,5062621.74"
"2015,5º Bimestre,INDÚSTRIA,PROMOÇÃO INDUSTRIAL,0.0,0.0"
"2015,5º Bimestre,COMÉRCIO E SERVIÇOS,ADMINISTRAÇÃO GERAL,3828515.58,4251697.14"
"2015,5º Bimestre,COMÉRCIO E SERVIÇOS,COMUNICAÇÃO SOCIAL,0.0,0.0"
"2015,5º Bimestre,COMÉRCIO E SERVIÇOS,COMERCIALIZAÇÃO,4801158.95,5074550.8"
"2015,5º Bimestre,COMÉRCIO E SERVIÇOS,TURISMO,213263.1,432974.45"
"2015,5º Bimestre,DESPORTO E LAZER,ADMINISTRAÇÃO GERAL,2944284.31,3377388.41"
"2015,5º Bimestre,DESPORTO E LAZER,ASSISTÊNCIA A CRIANÇA E AD ADOLESCENTE,64292.0,31986.32"
"2015,5º Bimestre,DESPORTO E LAZER,DESPORTO DE RENDIMENTO,649.0,7963.1"
"2015,5º Bimestre,DESPORTO E LAZER,DESPORTO COMUNITÁRIO,202708.9,122539.06"
"2015,5º Bimestre,DESPORTO E LAZER,LAZER,484832.51,5737119.42"
"2015,5º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA INTERNA,16239339.83,18146580.97"
"2015,5º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA EXTERNA,0.0,0.0"
"2015,5º Bimestre,ENCARGOS ESPECIAIS,OUTROS ENCARGOS ESPECIAIS,16282275.2,17339724.99"
"2015,6º Bimestre,LEGISLATIVA,AÇÃO LEGISLATIVA,18595269.54,20076814.48"
"2015,6º Bimestre,ESSENCIAL A JUSTIÇA,DEFESA DO INT. PUB NO PROC JUDIC,136406.27,290864.54"
"2015,6º Bimestre,ESSENCIAL A JUSTIÇA,REPRESENTAÇÃO JUDICIAL E EXTRAJUDICIAL,1508161.22,1507041.22"
"2015,6º Bimestre,ESSENCIAL A JUSTIÇA,ADMINISTRAÇÃO GERAL,5845049.95,5886313.39"
"2015,6º Bimestre,ADMINISTRAÇÃO,PLANEJAMENTO E ORÇAMENTO,-800.0,0.0"
"2015,6º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,104062251.26,60243542.45"
"2015,6º Bimestre,ADMINISTRAÇÃO,TECNOLOGIA DA INFORMAÇÃO,620667.21,4789394.58"
"2015,6º Bimestre,ADMINISTRAÇÃO,FORMAÇÃO DE RECURSOS HUMANOS,146820.63,101689.48"
"2015,6º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO DE RECEITAS,1831505.45,579329.52"
"2015,6º Bimestre,ADMINISTRAÇÃO,COMUNICAÇÃO SOCIAL,4925682.9,860000.0"
"2015,6º Bimestre,ADMINISTRAÇÃO,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,16500.0,18000.0"
"2015,6º Bimestre,SEGURANÇA PÚBLICA,ADMINISTRAÇÃO GERAL,13976925.89,14893605.19"
"2015,6º Bimestre,SEGURANÇA PÚBLICA,POLICIAMENTO,1010972.17,1437734.2"
"2015,6º Bimestre,SEGURANÇA PÚBLICA,DEFESA CIVIL,0.0,0.0"
"2015,6º Bimestre,SEGURANÇA PÚBLICA,INFORMAÇÃO E INTELIGENCIA,0.0,19072.78"
"2015,6º Bimestre,SEGURANÇA PÚBLICA,ASSISTÊNCIA A CRIANÇA E AD ADOLESCENTE,3007.9,22152.78"
"2015,6º Bimestre,SEGURANÇA PÚBLICA,ASSISTENCIA COMUNITARIA,14433.81,214184.03"
"2015,6º Bimestre,ASSISTÊNCIA SOCIAL,ADMINISTRAÇÃO GERAL,2606224.27,1547636.07"
"2015,6º Bimestre,ASSISTÊNCIA SOCIAL,COMUNICAÇÃO SOCIAL,664000.0,102000.0"
"2015,6º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO IDOSO,270964.01,207718.62"
"2015,6º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO PORTADOR DE DEFICIENCIA,1114696.3,137281.43"
"2015,6º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,6332794.63,8841532.88"
"2015,6º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA COMUNITARIA,17922724.0,24372863.79"
"2015,6º Bimestre,PREVIDÊNCIA SOCIAL,PREVIDENCIA DO ESTATUTÁRIO,114964527.62,149609333.29"
"2015,6º Bimestre,SAÚDE,ATENÇÃO BÁSICA,114269690.63,134011230.86"
"2015,6º Bimestre,SAÚDE,ASSISTENCIA HOSPITALAR E AMBULATORIAL,143841552.96,143841552.96"
"2015,6º Bimestre,SAÚDE,VIGILANCIA SANITARIA,2568126.6,1812576.39"
"2015,6º Bimestre,SAÚDE,VIGILANCIA EPIDEMIOLOGIA,1176358.17,2494272.67"
"2015,6º Bimestre,TRABALHO,ADMINISTRAÇÃO GERAL,728579.1,1758946.11"
"2015,6º Bimestre,TRABALHO,ASSISTÊNCIA A CRIANÇA E AD ADOLESCENTE,0.0,0.0"
"2015,6º Bimestre,TRABALHO,FOMENTO AO TRABALHO,146000.0,327538.14"
"2015,6º Bimestre,EDUCAÇÃO,ENSINO FUNDAMENTAL,149683654.69,118837745.65"
"2015,6º Bimestre,EDUCAÇÃO,EDUCAÇÃO INFANTIL,98640903.85,42128340.06"
"2015,6º Bimestre,CULTURA,ADMINISTRAÇÃO GERAL,6632881.5,7487831.59"
"2015,6º Bimestre,CULTURA,COMUNICAÇÃO SOCIAL,201000.0,0.0"
"2015,6º Bimestre,CULTURA,ASSISTÊNCIA A CRIANÇA E AD ADOLESCENTE,812966.81,231689.52"
"2015,6º Bimestre,CULTURA,PAT. HISTORICO, ARTISTICO E ARQUEOLOGICO,-1030.0,97136.13"
"2015,6º Bimestre,CULTURA,DIFUSÃO CULTURAL,2531618.53,1772247.35"
"2015,6º Bimestre,DIREITO DA CIDADANIA,DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS,45.63,1271.21"
"2015,6º Bimestre,URBANISMO,ADMINISTRAÇÃO GERAL,18149889.82,15896753.8"
"2015,6º Bimestre,URBANISMO,NORMATIZAÇÃO E FISCALIZAÇÃO,712020.94,6731543.57"
"2015,6º Bimestre,URBANISMO,COMUNICAÇÃO SOCIAL,0.0,0.0"
"2015,6º Bimestre,URBANISMO,INFRA ESTRUTURA URBANA,39135297.9,25865902.33"
"2015,6º Bimestre,URBANISMO,SERVIÇOS URBANOS,14148450.69,13489416.16"
"2015,6º Bimestre,URBANISMO,TRANSPORTES COLETIVOS URBANOS,163419802.77,148187245.13"
"2015,6º Bimestre,URBANISMO,CONTROLE AMBIENTAL,0.0,0.0"
"2015,6º Bimestre,URBANISMO,RECUPERAÇÃO DE AREAS DEGRADADAS,-14.26,1839662.5"
"2015,6º Bimestre,HABITAÇÃO,HABITAÇÃO URBANA,5598703.01,787196.18"
"2015,6º Bimestre,SANEAMENTO,SANEAMENTO BASICO URBANO,14519633.72,22703462.54"
"2015,6º Bimestre,SANEAMENTO,CONTROLE AMBIENTAL,324032.43,570727.74"
"2015,6º Bimestre,GESTÃO AMBIENTAL,ADMINISTRAÇÃO GERAL,12063648.51,11234210.16"
"2015,6º Bimestre,GESTÃO AMBIENTAL,VIGILANCIA SANITARIA,24123.46,20829.11"
"2015,6º Bimestre,GESTÃO AMBIENTAL,INFRA ESTRUTURA URBANA,1247085.39,241910.01"
"2015,6º Bimestre,GESTÃO AMBIENTAL,PRESERVAÇÃO E CONS AMBIENTAL,1093281.8,1079328.17"
"2015,6º Bimestre,GESTÃO AMBIENTAL,CONTROLE AMBIENTAL,4065630.17,3416080.47"
"2015,6º Bimestre,GESTÃO AMBIENTAL,RECUPERAÇÃO DE AREAS DEGRADADAS,2655759.36,5833216.72"
"2015,6º Bimestre,INDÚSTRIA,PROMOÇÃO INDUSTRIAL,334000.0,334000.0"
"2015,6º Bimestre,COMÉRCIO E SERVIÇOS,ADMINISTRAÇÃO GERAL,4463434.28,4519071.5"
"2015,6º Bimestre,COMÉRCIO E SERVIÇOS,COMUNICAÇÃO SOCIAL,30000.0,800.0"
"2015,6º Bimestre,COMÉRCIO E SERVIÇOS,COMERCIALIZAÇÃO,7484005.34,5651821.96"
"2015,6º Bimestre,COMÉRCIO E SERVIÇOS,TURISMO,247127.0,148462.39"
"2015,6º Bimestre,DESPORTO E LAZER,ADMINISTRAÇÃO GERAL,3895467.83,4425377.71"
"2015,6º Bimestre,DESPORTO E LAZER,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,96230.27,79537.7"
"2015,6º Bimestre,DESPORTO E LAZER,DESPORTO DE RENDIMENTO,7963.1,12029.45"
"2015,6º Bimestre,DESPORTO E LAZER,DESPORTO COMUNITÁRIO,122539.06,319629.2"
"2015,6º Bimestre,DESPORTO E LAZER,LAZER,3355330.69,61510.25"
"2015,6º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA INTERNA,8540769.75,15816927.8"
"2015,6º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA EXTERNA,4985.45,4985.45"
"2015,6º Bimestre,ENCARGOS ESPECIAIS,OUTROS ENCARGOS ESPECIAIS,29316187.23,34768064.01"
"2016,1º Bimestre,LEGISLATIVA,AÇÃO LEGISLATIVA,17482591.9,13994533.1"
"2016,1º Bimestre,ESSENCIAL A JUSTIÇA,DEFESA DO INT. PUB NO PROC JUDIC,239339.22,239339.22"
"2016,1º Bimestre,ESSENCIAL A JUSTIÇA,REPRESENTAÇÃO JUDICIAL E EXTRAJUDICIAL,1859753.11,1859753.11"
"2016,1º Bimestre,ESSENCIAL A JUSTIÇA,ADMINISTRAÇÃO GERAL,4111000.0,4111000.0"
"2016,1º Bimestre,ADMINISTRAÇÃO,PLANEJAMENTO E ORÇAMENTO,0.0,0.0"
"2016,1º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,66697771.69,57858994.4"
"2016,1º Bimestre,ADMINISTRAÇÃO,TECNOLOGIA DA INFORMAÇÃO,2613000.0,2613000.0"
"2016,1º Bimestre,ADMINISTRAÇÃO,FORMAÇÃO DE RECURSOS HUMANOS,138808.0,138808.0"
"2016,1º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO DE RECEITAS,992110.0,992110.0"
"2016,1º Bimestre,ADMINISTRAÇÃO,COMUNICAÇÃO SOCIAL,3632000.0,3632000.0"
"2016,1º Bimestre,ADMINISTRAÇÃO,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,17000.0,17000.0"
"2016,1º Bimestre,SEGURANÇA PÚBLICA,ADMINISTRAÇÃO GERAL,15707471.9,15518471.9"
"2016,1º Bimestre,SEGURANÇA PÚBLICA,POLICIAMENTO,583000.0,583000.0"
"2016,1º Bimestre,SEGURANÇA PÚBLICA,DEFESA CIVIL,0.0,0.0"
"2016,1º Bimestre,SEGURANÇA PÚBLICA,INFORMAÇÃO E INTELIGENCIA,26000.0,26000.0"
"2016,1º Bimestre,SEGURANÇA PÚBLICA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2016,1º Bimestre,SEGURANÇA PÚBLICA,ASSISTENCIA COMUNITARIA,22000.0,22000.0"
"2016,1º Bimestre,ASSISTÊNCIA SOCIAL,ADMINISTRAÇÃO GERAL,2977461.38,2977461.38"
"2016,1º Bimestre,ASSISTÊNCIA SOCIAL,COMUNICAÇÃO SOCIAL,0.0,0.0"
"2016,1º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO IDOSO,0.0,0.0"
"2016,1º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO PORTADOR DE DEFICIENCIA,43000.0,43000.0"
"2016,1º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,3504369.31,3504369.31"
"2016,1º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA COMUNITARIA,16862594.31,16862594.31"
"2016,1º Bimestre,PREVIDÊNCIA SOCIAL,PREVIDENCIA DO ESTATUTÁRIO,113735408.18,113563929.71"
"2016,1º Bimestre,SAÚDE,ATENÇÃO BÁSICA,108165215.75,101383246.8"
"2016,1º Bimestre,SAÚDE,ASSISTENCIA HOSPITALAR E AMBULATORIAL,160306678.95,143525869.2"
"2016,1º Bimestre,SAÚDE,VIGILANCIA SANITARIA,1831649.32,1814214.76"
"2016,1º Bimestre,SAÚDE,VIGILANCIA EPIDEMIOLÓGIA,1621045.36,1614214.76"
"2016,1º Bimestre,TRABALHO,ADMINISTRAÇÃO GERAL,628288.63,470496.38"
"2016,1º Bimestre,TRABALHO,ASSISTÊNCIA A CRIANÇA E AD ADOLESCENTE,0.0,0.0"
"2016,1º Bimestre,TRABALHO,FOMENTO AO TRABALHO,77582.86,40573.38"
"2016,1º Bimestre,EDUCAÇÃO,ENSINO FUNDAMENTAL,192761124.24,171052992.74"
"2016,1º Bimestre,EDUCAÇÃO,EDUCAÇÃO INFANTIL,49314373.47,45557761.66"
"2016,1º Bimestre,CULTURA,ADMINISTRAÇÃO GERAL,8288039.53,7264796.77"
"2016,1º Bimestre,CULTURA,COMUNICAÇÃO SOCIAL,20109.9,20109.9"
"2016,1º Bimestre,CULTURA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,4973.13,4973.13"
"2016,1º Bimestre,CULTURA,PAT. HISTORICO, ARTISTICO E ARQUEOLOGICO,998158.73,998158.73"
"2016,1º Bimestre,CULTURA,DIFUSÃO CULTURAL,35525.94,35525.94"
"2016,1º Bimestre,DIREITO DA CIDADANIA,DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS,5525.94,5525.94"
"2016,1º Bimestre,URBANISMO,ADMINISTRAÇÃO GERAL,16234320.07,15177261.53"
"2016,1º Bimestre,URBANISMO,NORMATIZAÇÃO E FISCALIZAÇÃO,809141.96,809141.96"
"2016,1º Bimestre,URBANISMO,COMUNICAÇÃO SOCIAL,7011.293,7011.293"
"2016,1º Bimestre,URBANISMO,INFRA ESTRUTURA URBANA,28292586.43,28292586.43"
"2016,1º Bimestre,URBANISMO,SERVIÇOS URBANOS,94105577.47,94105577.47"
"2016,1º Bimestre,URBANISMO,TRANSPORTES COLETIVOS URBANOS,60016518.55,60016518.55"
"2016,1º Bimestre,URBANISMO,CONTROLE AMBIENTAL,0.0,0.0"
"2016,1º Bimestre,URBANISMO,RECUPERAÇÃO DE AREAS DEGRADADAS,0.0,0.0"
"2016,1º Bimestre,HABITAÇÃO,HABITAÇÃO URBANA,1721450.0,1721450.0"
"2016,1º Bimestre,SANEAMENTO,SANEAMENTO BASICO URBANO,13821800.97,13821800.97"
"2016,1º Bimestre,SANEAMENTO,CONTROLE AMBIENTAL,0.0,0.0"
"2016,1º Bimestre,GESTÃO AMBIENTAL,ADMINISTRAÇÃO GERAL,10717908.29,10717908.29"
"2016,1º Bimestre,GESTÃO AMBIENTAL,VIGILANCIA SANITARIA,0.0,0.0"
"2016,1º Bimestre,GESTÃO AMBIENTAL,INFRA ESTRUTURA URBANA,0.0,0.0"
"2016,1º Bimestre,GESTÃO AMBIENTAL,PRESERVAÇÃO E CONS AMBIENTAL,1485346.37,1485346.37"
"2016,1º Bimestre,GESTÃO AMBIENTAL,CONTROLE AMBIENTAL,9565769.14,9565769.14"
"2016,1º Bimestre,GESTÃO AMBIENTAL,RECUPERAÇÃO DE AREAS DEGRADADAS,2661571.4,2661571.4"
"2016,1º Bimestre,INDÚSTRIA,PROMOÇÃO INDUSTRIAL,0.0,0.0"
"2016,1º Bimestre,COMÉRCIO E SERVIÇOS,ADMINISTRAÇÃO GERAL,5960968.2,5960968.2"
"2016,1º Bimestre,COMÉRCIO E SERVIÇOS,COMUNICAÇÃO SOCIAL,63829.54,63829.54"
"2016,1º Bimestre,COMÉRCIO E SERVIÇOS,COMERCIALIZAÇÃO,4166521.73,4166521.73"
"2016,1º Bimestre,COMÉRCIO E SERVIÇOS,TURISMO,4068742.35,4068742.35"
"2016,1º Bimestre,DESPORTO E LAZER,ADMINISTRAÇÃO GERAL,4167800.0,4167800.0"
"2016,1º Bimestre,DESPORTO E LAZER,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2016,1º Bimestre,DESPORTO E LAZER,DESPORTO DE RENDIMENTO,0.0,0.0"
"2016,1º Bimestre,DESPORTO E LAZER,DESPORTO COMUNITÁRIO,0.0,0.0"
"2016,1º Bimestre,DESPORTO E LAZER,LAZER,0.0,0.0"
"2016,1º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA INTERNA,47381463.43,47381463.43"
"2016,1º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA EXTERNA,18137621.67,18137621.67"
"2016,1º Bimestre,ENCARGOS ESPECIAIS,OUTROS ENCARGOS ESPECIAIS,14347079.65,14347079.65"
"2016,2º Bimestre,LEGISLATIVA,AÇÃO LEGISLATIVA,13785585.23,15362946.05"
"2016,2º Bimestre,ESSENCIAL A JUSTIÇA,DEFESA DO INT. PUB NO PROC JUDIC,276205.51,253705.45"
"2016,2º Bimestre,ESSENCIAL A JUSTIÇA,REPRESENTAÇÃO JUDICIAL E EXTRAJUDICIAL,2116823.1,2090908.77"
"2016,2º Bimestre,ESSENCIAL A JUSTIÇA,ADMINISTRAÇÃO GERAL,3810525.13,3729541.7"
"2016,2º Bimestre,ADMINISTRAÇÃO,PLANEJAMENTO E ORÇAMENTO,0.0,0.0"
"2016,2º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO GERAL,96114407.72,82546006.41"
"2016,2º Bimestre,ADMINISTRAÇÃO,TECNOLOGIA DA INFORMAÇÃO,7371061.91,6154659.28"
"2016,2º Bimestre,ADMINISTRAÇÃO,FORMAÇÃO DE RECURSOS HUMANOS,87900.38,102198.86"
"2016,2º Bimestre,ADMINISTRAÇÃO,ADMINISTRAÇÃO DE RECEITAS,980845.02,611807.14"
"2016,2º Bimestre,ADMINISTRAÇÃO,COMUNICAÇÃO SOCIAL,1725000.0,900.0"
"2016,2º Bimestre,ADMINISTRAÇÃO,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,35000.0,5000.0"
"2016,2º Bimestre,SEGURANÇA PÚBLICA,ADMINISTRAÇÃO GERAL,15529809.0,14893605.19"
"2016,2º Bimestre,SEGURANÇA PÚBLICA,POLICIAMENTO,681673.43,54958.13"
"2016,2º Bimestre,SEGURANça PÚBLICA,DEFESA CIVIL,0.0,0.0"
"2016,2º Bimestre,SEGURANÇA PÚBLICA,INFORMAÇÃO E INTELIGENCIA,0.0,19072.78"
"2016,2º Bimestre,SEGURANÇA PÚBLICA,ASSISTÊNCIA A CRIANÇA E AD ADOLESCENTE,0.0,22152.78"
"2016,2º Bimestre,SEGURANÇA PÚBLICA,ASSISTENCIA COMUNITARIA,0.0,214184.03"
"2016,2º Bimestre,ASSISTÊNCIA SOCIAL,ADMINISTRAÇÃO GERAL,20737400.0,20737400.0"
"2016,2º Bimestre,ASSISTÊNCIA SOCIAL,COMUNICAÇÃO SOCIAL,0.0,0.0"
"2016,2º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO IDOSO,0.0,0.0"
"2016,2º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA AO PORTADOR DE DEFICIENCIA,29000.0,29000.0"
"2016,2º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTENCIA A CRIANÇA E AO ADOLESCENTE,3400000.0,3400000.0"
"2016,2º Bimestre,ASSISTÊNCIA SOCIAL,ASSISTÊNCIA COMUNITARIA,18000000.0,18000000.0"
"2016,2º Bimestre,PREVIDENCIA SOCIAL,PREVIDENCIA DO ESTATUTÁRIO,121646412.04,113563929.71"
"2016,2º Bimestre,SAÚDE,ATENÇÃO BÁSICA,137470597.34,101383246.8"
"2016,2º Bimestre,SAÚDE,ASSISTENCIA HOSPITALAR E AMBULATORIAL,122168690.89,143525869.2"
"2016,2º Bimestre,SAÚDE,VIGILANCIA SANITARIA,3237216.29,1814214.76"
"2016,2º Bimestre,SAÚDE,VIGILANCIA EPIDEMIOLÓGIA,10041021.39,1614214.76"
"2016,2º Bimestre,TRABALHO,ADMINISTRAÇÃO GERAL,604482.71,470496.38"
"2016,2º Bimestre,TRABALHO,ASSISTÊNCIA A CRIANÇA E AD ADOLESCENTE,0.0,0.0"
"2016,2º Bimestre,TRABALHO,FOMENTO AO TRABALHO,10042.49,40573.38"
"2016,2º Bimestre,EDUCAÇÃO,ENSINO FUNDAMENTAL,163400177.39,171052992.74"
"2016,2º Bimestre,EDUCAÇÃO,EDUCAÇÃO INFANTIL,52996162.2,45557761.66"
"2016,2º Bimestre,CULTURA,ADMINISTRAÇÃO GERAL,6895310.58,7264796.77"
"2016,2º Bimestre,CULTURA,COMUNICAÇÃO SOCIAL,0.0,20109.9"
"2016,2º Bimestre,CULTURA,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,4973.13"
"2016,2º Bimestre,CULTURA,PAT. HISTORICO, ARTISTICO E ARQUEOLOGICO,0.0,998158.73"
"2016,2º Bimestre,CULTURA,DIFUSÃO CULTURAL,0.0,35525.94"
"2016,2º Bimestre,DIREITO DA CIDADANIA,DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS,0.0,5525.94"
"2016,2º Bimestre,URBANISMO,ADMINISTRAÇÃO GERAL,16332717.9,15177261.53"
"2016,2º Bimestre,URBANISMO,NORMATIZAÇÃO E FISCALIZAÇÃO,825641.0,809141.96"
"2016,2º Bimestre,URBANISMO,COMUNICAÇÃO SOCIAL,0.0,7011.293"
"2016,2º Bimestre,URBANISMO,INFRA ESTRUTURA URBANA,29177114.73,28292586.43"
"2016,2º Bimestre,URBANISMO,SERVIÇOS URBANOS,95213608.2,94105577.47"
"2016,2º Bimestre,URBANISMO,TRANSPORTES COLETIVOS URBANOS,62010518.55,60016518.55"
"2016,2º Bimestre,URBANISMO,CONTROLE AMBIENTAL,0.0,0.0"
"2016,2º Bimestre,URBANISMO,RECUPERAÇÃO DE AREAS DEGRADADAS,0.0,0.0"
"2016,2º Bimestre,HABITAÇÃO,HABITAÇÃO URBANA,1843940.37,1721450.0"
"2016,2º Bimestre,SANEAMENTO,SANEAMENTO BASICO URBANO,15372338.43,13821800.97"
"2016,2º Bimestre,SANEAMENTO,CONTROLE AMBIENTAL,0.0,0.0"
"2016,2º Bimestre,GESTÃO AMBIENTAL,ADMINISTRAÇÃO GERAL,12234027.67,10717908.29"
"2016,2º Bimestre,GESTÃO AMBIENTAL,VIGILANCIA SANITARIA,0.0,0.0"
"2016,2º Bimestre,GESTÃO AMBIENTAL,INFRA ESTRUTURA URBANA,0.0,0.0"
"2016,2º Bimestre,GESTÃO AMBIENTAL,PRESERVAÇÃO E CONS AMBIENTAL,1652701.37,1485346.37"
"2016,2º Bimestre,GESTÃO AMBIENTAL,CONTROLE AMBIENTAL,9874834.7,9565769.14"
"2016,2º Bimestre,GESTÃO AMBIENTAL,RECUPERAÇÃO DE AREAS DEGRADADAS,2811463.85,2661571.4"
"2016,2º Bimestre,INDÚSTRIA,PROMOÇÃO INDUSTRIAL,0.0,0.0"
"2016,2º Bimestre,COMÉRCIO E SERVIÇOS,ADMINISTRAÇÃO GERAL,6065582.52,5960968.2"
"2016,2º Bimestre,COMÉRCIO E SERVIÇOS,COMUNICAÇÃO SOCIAL,0.0,63829.54"
"2016,2º Bimestre,COMÉRCIO E SERVIÇOS,COMERCIALIZAÇÃO,4309322.0,4166521.73"
"2016,2º Bimestre,COMÉRCIO E SERVIÇOS,TURISMO,4264667.6,4068742.35"
"2016,2º Bimestre,DESPORTO E LAZER,ADMINISTRAÇÃO GERAL,4355522.0,4167800.0"
"2016,2º Bimestre,DESPORTO E LAZER,ASSISTÊNCIA A CRIANÇA E AO ADOLESCENTE,0.0,0.0"
"2016,2º Bimestre,DESPORTO E LAZER,DESPORTO DE RENDIMENTO,0.0,0.0"
"2016,2º Bimestre,DESPORTO E LAZER,DESPORTO COMUNITÁRIO,0.0,0.0"
"2016,2º Bimestre,DESPORTO E LAZER,LAZER,0.0,0.0"
"2016,2º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA INTERNA,48777180.88,47381463.43"
"2016,2º Bimestre,ENCARGOS ESPECIAIS,SERVIÇO DA DIVIDA EXTERNA,18501258.42,18137621.67"
